EVEN_ID	EVENT_NAME	CONTENT	EVENT_TYPE
Ye4deba	建议设立**食堂的问题	其是外来在厦打工人员,目前居住在**区**街道**美**,平时做饭非常不方便,其表示目前外卖的饮食安全也没法得到保障,建议在**区设立**食堂。	1
Yd5a835	有关新农家瓦罐小炒店存在卫生食品安全的问题	2020年8月3日,其使用**么软件****瓦罐小炒店(地址:**区****211号之三店面)预定一份7元套餐(使用优惠券后)。套餐到后,其有发现米饭*有老鼠屎。其认为该商家卫生食品存在问题。要求有关部门调查处理并协助其退回套餐费,并要求该家店面根据相关法规进行相应的赔偿。	1
Y218be9	查询反映件处理情况	查询反映件处理情况(登记号:******************年6月1日来电反映有关购买鱼香茄子套餐遇到的问题)。	1
Ybe8e2d	食品企业生环境不符合SC要求	**市****有限公司SC***35021301094,位于**市**区**镇***92号,在办理了SC生产许可后生产完全没有按食品安全法的要求在生产,存在重大食品安全隐患,请市场监管部门加大监管力度	1
Y82cd5f	有***实验中学食堂肉类变质导致学生拉肚子的问题	其是*里实验中学初一年段学生的家长。2022年4月10日,学校食堂肉类变质,导致大部分学生出现持续性拉肚子。该学校食堂长期存在饭半生不熟、食材都不新鲜的问题。学生一天两餐都在食堂就餐,这样家长如何能放心。希望有关部门予以重视,让学校食堂进行改善,并表示不要等出了人命才处理。	1
Y79295b	有关食用***现烤*堡炸鸡店外卖后拉肚子的问题	2022年8月3日,其通过美*向***现烤*堡炸鸡店(地址:**区*****下厝里498号之三)订外卖。其食用外卖后多次拉肚子,其怀疑商家反复使用食用油油炸食物及食品卫生不合格,要求有关部门调查处理,并给予回复。	1
Yac606f	关于***烧酒配生腌店铺存在的问题	1、2022年2月7日来电反映:2022年2月1日晚上,其在**么的***烧酒配生腌(地址:**区***路8-118号)店铺购买生腌,共支付109.1元。用完餐后,其与两位朋友都出现腹泻的情况,其中一位朋友去了医院。其向商家反映,但商家称是其两样东西混着吃,但两样食物都是在店内购买的。其希望相关部门到该店铺检查店内的卫生,另外,该店铺的经营许可证上是售卖热食类,但该店却在售卖冷食类,并没有售卖冷食类的经营条件,属于超范围经营。要求有关部门调查处理,让商家按食品***赔偿支付金额的10倍与医药费,并返还其支付的费用。2、2022年4月4日再次来电反映:其称反映后该商家不仅没有给其赔偿,甚至没有联系过其,其表示很不合理。要求有关部门调查处理。	1
Ydf45f5	关于到**区***购买自制饮品黑芝麻豆浆遇到的问题	2020年8月22日早上,其在**区***店购买一瓶***自制饮品黑芝麻豆浆,支付4.2元。其看到该饮品瓶底的标志等级5,据其了解等级7才符合食品安全,否则会散发出有毒物质。要求***将所有自制饮品的瓶子换成等级7。	1
Yfd6407	要求******有限公司给予赔偿的问题	2022年3月,其在淘*平台的******旗舰店(地址:******有限公司,地址:**区********168号-169号三楼)购买两盒牛油果酥。支付39.9元(订单号:253811980914)。收到货后,其发现牛油果酥发霉,便与商家联系协商,但商家称是物流的问题导致发霉,拒绝处理,其认为商家售卖的食品存在安全问题。要求有关部门调查处理,并让商家给予赔偿。	1
Yd218a9	***海蛎粥存在卫生安全问题	**区**街道***215号***海蛎粥存在卫生安全问题,把未使用完的面粉直接拿到门口晒太阳,灰尘,影响食品安全,希望有关部门介入	1
Yfc726a	关于在多多买菜平台购买到变质猪大骨的问题	2022年4月10日,其在**买菜平台购买了一块猪大骨,但**区***道**多多买菜仓库在4月11日配送给其的猪大骨却是一块已经变质发黑的大骨。其认为该平台仓库销售的商品存在食品卫生安全问题,要求有关部门调查处理。	1
Yf71d60	关于在**区多处超市购买到过期食品的问题	2022年2月20日17点左右,其在**区**社1078-104号兴**超市(二店)购买1瓶德哥剁辣椒(6元)、**区**街道**社1077-101号**超市购买一包洋白菜花费(1.5元),其发现所购买的这些食品均已过期,其要求商家按照《食品***》148条给予赔偿,其可以提供购买食品的视频证据,要求相关部门调查处理。	1
Yf99e58	有关怀疑商家销售假奶粉的问题	其是**市居民。2021年10月起,其多次向**区**综合楼***孕婴坊母婴连锁**店(电话:***********)购买了**惠臣奶粉、雪恩奶粉。其扫描溯源出现风险警告提示,怀疑商家销售假奶粉。要求有关部门调查处理。	1
Ya5d629	有关***路7号地块工地小卖部售卖假烟酒及食堂食品卫生的问题	**区***南路7号地块(***海峡的项目)工地小卖部在售卖假烟、假酒,小卖部经营者是项目经理的岳父。另外,项目工地食堂的肉类存在变质。要求有关部门调查处理以上问题。	1
Y77fa31	有***菜馆用餐后身体不适出现肠胃炎的问题	2021年7月20日晚上,其从工地下班后到赣宁菜馆(地址:**区**镇*****社182-207)吃饭,但用餐后回家后晚上身体出现不适。其到医院检查后,被告知因吃东西导致的肠胃炎。其认为是赣宁菜馆的饭菜出现问题,其向赣宁菜馆反映,但**不给予解决。要求相关部门调查处理。	1
Yf4678d	食品不新鲜、存在变质、未煮熟、***赔付	"8.18中午11点我在美*APP点了“虾点(***店)”泡椒田鸡套餐
8.18中午12点25分左右拿到外卖
8.18中午12点33分在美*APP联系商家反应田鸡未煮熟,12点38分卖家让我申请退款,并且退款成功
8.18中午13点00点我发现田鸡存在变质、不新鲜、有异味等问题,并投诉到美*APP平台**,平台**受理成功
8.18下午14点至16点期间,平台**与我和**了解事情经过并协商处理方案,根据食品安全法,我要求赔偿订单价格的10倍,商家表示对订单已做退款处理、拒绝赔付。美*APP平台方面因确实存在问题表示歉意愿意赔付100元,并且我已收到100元。
此次是我仔细发现了食品问题,如果没发现会产生什么后果呢?我认为商家并没有意识到食品安全的重要性,对于已发生的事情处理态度不佳。田鸡身上有很多寄生虫、细菌等有很多危害。"	1
Y8ce0d1	有关投诉商家食品卫生和营业地址与实际不符的问题	2021年9月9日,其通过**么平台点了一份外卖(外卖商家名称:****串烧烤、*虾、虾*店(**形象店);地址:**区********68号),商品送达后其发现食物里面有虫子,其联系商家,对方态度蛮横。其根据商家地址找过去,发现现场根本没有人,其咨询商家为何营业地址没有人也可以营业,对**有“关系”,不需要地址是正确的也可以开。其要投诉该商家食品卫生和营业地址与实际不符的问题,要求有关部门调查处理。	1
Yc25a8e	关于在***55店购买到过期食品等问题	2022年1月8日,其在**旅游时到**区**路***55店购买的两包鱿鱼丝是过期的,此外一包酱板鸭的包装也是被撕开的,两样商品都是其现场付款购买后商家再通过快递寄回**古给其的,且其收到货后才发现食品过期及包装被撕开的情况。要求有关部门调查处理,并让商家给予退货退款或重新寄送换保质期内的同样商品给其。	1
Yb7f642	有关要求*********有限公司退货退款赔偿的问题	2020年10月7日,其在淘****国店铺(公司名称:*********有限公司,地址:**省**市***二期**路30号203之三)购买玫瑰茶共花费218元,订单号:******************6。其收到之后查询配料表里面是***革玫瑰,根据国家**委规定只有重瓣红玫瑰才能添加在食品内,此店铺的玫瑰茶不符合食品安全法规。其要求退货退款依法赔偿,要求相关部门调查处理。	1
Yf96e88	有关*州**火锅店存在食品安全问题	2022年6月3日,其到**区***道***里79-1号*州**火锅店吃饭时,吃到虫子,其向商家反映,但**不处理。其要投诉该点存在食品安全问题。要求有关部门调查处理。	1
Yfb5aa7	whiskey&bird食物卫生不新鲜	**区***7-101号,有家晚上**的*本料理店,厨师直接用手接触食物,鸡肉也不新鲜,拉肚子。感觉像是民房违章建筑。不知道有没有卫生许可证!这种怎么能经营呢?	1
Yb4835f	有关****食品工业园豆制品质量不稳定的问题	****食品工业园(地址:**区,无法提供详细地址)生产的豆制品质量不稳定,豆腐经常松松垮垮或是非常的硬,希望****食品工业园能够提高产品的质量。要求有关部门调查处理。	1
Y7c2449	关于美味盖浇饭外卖*有蟑螂的问题	2021年7月24日晚上,其通过饿了**了一份**盖浇饭餐饮店(地址:**区**村口2517-7号)的外卖并支付21.88元。其在食用时发现食物*有蟑螂,与商家协商赔偿未果。要求有关部门出面协调,让商家赔偿一定的费用并给予回复。	1
Y6cb7b5	有关怀疑商家食材不新鲜的问题	2022年2月6日17:33,其用美*APP订购一家名为蜀都丰(商家地址:**区**东路288号**商业广场地上2层A区A03-A08号)的外卖,吃**,肠胃痉挛,出现腹泻,发烧的症状,持续了一整天,其的女朋友也食用该店家的外卖,也出现腹泻发烧的症状,其怀疑该商家卫生健康检疫均不过关,食材也是不新鲜的。要求有关部门调查处理。	1
Y7ba13a	有***煲仔饭***店的食物内有蟑螂的问题	2020年11月25日凌晨12点左右,其通过外卖订购********店(地址:**区********三里63-1号)的食物,但其食用时发现食物里面存在蟑螂,商家存在食品安全卫生的问题,要求相关部门调查处理。	1
Y7940f8	有关*县小吃店就餐喝***发现有苍蝇的问题	2022年1月12日晚上,其到**区******里旁边加油站后面*县小吃店就餐喝***,发现**发有苍蝇。其向老板反映,老板儿子还要动手打其,并且*县小吃店售卖食品未进行明码标价。其拨打12315反映,但问题未得到解决。要求相关部门调查处理。	1
Yf3bfd5	有关西餐烤鸡******店食品卫生不合格的问题	2022年5月23日,其通过饿了**西餐烤鸡******店(地址:**区******452号106)购买炭烤鸡胸肉酱意大利面,花费16元。食用后,其发现肉酱并非鲜甜而是发酸,严重怀疑肉酱变质。其向商家反映,商家解释肉酱内含有番茄酱,所以会有酸味的口感。其举报商家食品卫生不合格,要求有关部门调查处理。	1
Ybbd2ca	有关食用**鸭脖店的鸭脖后身体不适的问题	2021年6月2日晚上,其在**区***路62号**鸭脖店购买了8元的鸭脖,其食用后连续4天拉肚子。6月7日,因一直拉肚子其在医院进行了一次手术。其认为***路62号**鸭脖店存在食品安全问题。要求有关部门调查处理。	1
Y8425f6	关于小*子大排档存在食品安全隐患的问题	2022年3月7日晚上,其到**区**水岸**小区楼下的小*子大排档(不清楚具体地址)用餐,其观察到该大排档的后厨生食和熟食都堆放在一起,卫生环境很差,存在食品安全隐患。要求相关部门调查处理。	1
Ye36d31	想了解使用松香杀鸭会不会影响食品安全	因为鸭子的*不好拔出,农*市场里面的人员杀鸭子都是用松香杀鸭。其想了解用此种香料杀的鸭子能不能食用,**12315咨询了解,被告知不归他们管。要求相关部门给予回复。	1
Ybef861	关于要求“*西小厨”赔付1000元的问题	2021年5月20日中午11:38,其通过美*拼好饭小程序向“*西小厨”(地址:**区***道**里35-101)点了一份辣子鸡饭,就餐**吃到两块玻璃渣子。因为其给了差评,卖家刚开始拒绝退款,经平台**沟通,商家只能退款。但是其不想就此了结,要求商家根据《食品安全法》赔付1000元,**称不一定能赔付。现其要通过政务热线反映,要求相关部门调查处理,让商家赔付1000元。	1
Yf53bad	关于要求**牛肉店赔偿的问题	1、 2022年5月23日来电反映: 2022年5月11日早上5点多,其到**区*头菜**64号摊位**牛肉店购买牛肉(其一共在该店购买了两次牛肉,**次购买时间忘记了)。其食用牛肉后,出现恶心、脸色发黄等症状。其及时就诊,发现身体肾功能异常。其向12315热线投诉。5月19日,****监管所的**工作人员联系其,经查询**有三证,**不接受调解,建议其起诉维权。其对工作人员反馈的情况不满意,认为工作人员处理随意。其要继续投诉,要求有关部门调查处理,让商家退还其所购牛肉的费用1000多元、其就诊后产生的检查费、医药费、营养费。2、2022年5月27日再次来电反映:5月19日,****监管所***联系其,告知其商家三证齐全,**不同意退费。5月26日早上,***约***到所里协商,给其5月11日的上市凭证查看。其看到店家名称为**市**********,地址为**区****第455号-458号摊位,与现场实际名称和地址不符(实际地址是64号摊位)。其怀疑工作人员没有去现场核实过,认为****监管所***不作为,工作态度也存在问题。另外,***还告知要出具终止调解书让其签名,其对此不接受。3、6月7日再次来电反映:5月11日****监管所给其的上市凭证名称与现实不符。其看到店家名称为**市**********,地址为**区****第455号-458号摊位。实际名称是**牛肉店,地址是64号摊位。为何****监管所至今没有进行任何处理、回复,核实店家的情况。****监管所不作为,没给消费者一个交代。要求相关部门继续调查处理并给予电话答复。	1
Yf478f8	有关调味料没有生产厂家以及执行标准的问题	2021年6月17日晚上,其在拼**“辣妹子酱菜馆”店铺上(公司:观****贸易有限公司,地址:*国***********片区***路12号西侧5楼)购买豆豉调味料。到货时,其发现该调味料没有生产厂家,也没有产品的执行标准。要求有关部门调查处理。	1
Y6cacc2	有关馅饼内出现生锈铁钉的问题	2020年7月,其朋友从**某超市购买日光**凤梨酥(地址:**区***道****路11号124-6楼)送给其。8月15日,其食用时发现馅饼内有一根生锈的铁钉。其拨打包装盒上厂家电话,电话为空号;其通过厂家微信反映,未得到回复。要求有关部门调查处理。	1
Y97fca8	有***门海鲜私房菜海鲜不新鲜的问题	1、2020年7月25日来电反映:其是外地来厦的游客。7月25日晚,其在**区富**商业广场2楼202室**门海鲜私房菜用餐,其点了一份298元的海鲜套餐。其发现套餐中的梭子蟹有臭味,小龙虾、扇贝、花蛤均不新鲜,属变质过期或冷冻产品。要求相关部门对餐馆进行查处,并要求餐馆退还用餐费。2、8月10日再次来电反映:8月10日,市场监管局工作人员(无法提供人员名称)给其回电,并称已到现场调查,**没有存在问题,**不愿退款。其对工作人员的答复不满,不清楚工作人员是否有到现场调查,认为工作人员敷衍了事,市场监管局没有认真处理游客投诉的问题。要求相关部门更换经办人员或由上级部门尽快处理该问题。	1
Yd411af	关于在吐司里面吃出头发的问题	2020年9月份,其在*东*博某食品超市购买了**(**)食品科技有限公司(地址:***三期***大街65号901单元)生产的20小袋西瓜味吐司,支付金额是30多元。其在吐司里面吃出头发。因*博当地的食品超市搬家,其找不到超市。其多次拨打**(**)食品科技有限公司**电话4008509578,该电话能够接通,但是被挂机,浪费消费者的电话费。要求相关部门调查处理,让爱逸(**)食品科技有限公司尽快与其联系,处理此事。	1
Y7ed283	有关***店存在食品安全的问题	2022年5月21日,其通过美*平台预定到***店(地址:**区*****社66号-4)点外卖,食用外卖之后5月22日早上,其出现腹泻,并后其到医院就诊确诊为急性肠胃炎,其要举报该店家存在食品安全问题。要求有关部门调查处理。	1
Y8635c9	***吃饭异物呕血	7月24日晚19点左右,我和妹妹带三个孩子在******用餐,吃了榴莲、多肉多披萨。三四口的鸡肉炒饭,几口玉米汁。过程*感觉吞入异物,想着把它咽下去,吃了两口的披萨感觉想吐,我拿着纸巾想去卫生间吐,一出***门口就吐了满满一手鲜血,擦在纸巾上。怕自己去卫生间会倒在里面。就返回**,妹妹和孩子们看到我纸巾和手都是血(纸巾血图片),吓坏了。喊来工作人员,此工作人员是一位穿牛仔衣服的女生,她带我去卫生间。想通过腹部把我的卡住的东西压出来,在卫生间吐了很多东西,整个马桶里都是血,不知道异物是否已经吐出了。我感觉异物感还是非常严重,工作人员看我吐的都是血便喊上另一位工作人员打车带我去医院,妹妹只能在**看着三个小孩,当时没有想到餐厅这种态度,我们也不是闹事的人,人难受也没想着当场报警,**不负责这样的事。联系家里人过来,当时又疼又怕,整个人是瘫软的状态,在医院检查,耳鼻喉科只看到里面有受伤,没看到异物。拍了CT到食管增厚0.6cm(食管刮伤),后面转到急诊内科,做了食管检查,没看到异物,吐了那么多回可能已经吐出来或者吞进去了。等CT的时候我老公到了,他看我那么难受也没有想说去报警让商家负责,在这过程*吐了5回,耳鼻喉里面吐一**血丝,后面急诊内科医生给我开了药点滴,点滴打到凌晨两点实在人难受。就回家了,打点滴吐了3次,凌晨四点又起来吐了(图片是凌晨四点吐的)。25日早到第**医院本来要做胃镜(前一晚的急诊医生着急下班,说隔天过来可以开加急胃镜),但隔天的当班医生说加急不了。就只做了心电图和胸部CT,24日晚上两位工作人员陪着,但我老公来了她们就一直跟着而已,没有所说的什么都负责。就诊押金都是我自己交的,我动不了她们就拿着我的手机操作。25日早上陪我去医院的都是我自家的亲人(我哥嫂小姑妹妹,全部请假,哥嫂特地从老家赶过来),餐厅人来了,就远远看着。25日傍晚,我妹妹和我的几位亲人去**想解决这个事情,没想到店家还报警了。警察来了,觉得店家该有的责任不能逃,帮我们拨打了12315的热线,但**不负责任的态度真的很伤人。我都出事去医院了,我们的那桌餐钱还是照收,餐厅处理就是免餐钱。现在本来食管受伤,吞咽困难。两天了,现在只能喝米汤,无法进食上班。看两个女的带着三个小孩欺负,也看我们都没有留证据。麻烦有关部门帮帮我们,**这样的文明城市,这样的餐厅还能存在。工商局12315也没有回复。	1
Y79fd7d	有关在**广场四楼*****就餐引发的问题	2020年10月22日,其在**区**广场四楼*****(不清楚具体门牌号)吃午饭。其在就餐过程*,发现鸡肉发酸。其向商家反映,店内服务员也称确实是存在食品问题,也已退回其的就餐费用,并承诺其在5个小时内如有身体不适,可及时联系**。其也不清楚商家承诺的5小时内有问题联系商家是否合理。要求有关部门调查处理并对该商家食品问题进行整治。	1
Y9e67a8	关于*****售卖临近保质期食品的问题	2020年6月6日,其在*****(地址:**区***中心)“**特产货柜”购买凤梨酥、肉饼等食品,并支付150多元。其将食品带回其的省市后发现食品5天内过期,属于临近保质期食品。食品包袋上写明保质期145天,但*****将临近保质期的食品按正常期限食品售卖。要求***停业整顿,并给予答复。	1
Ye42a0a	有关爱逸**食品有限公司生产的面包存在虫子的问题	其是*东人,近期在*东一家商超购买到一款爱逸**食品有限公司(地址:***三期*****65号901单元)生产的面包,其打开后发现里面有虫子。其要投诉该生产厂家食品卫生问题,要求有关部门调查处理。	1
Y806fa2	投诉**市**********售卖过期食品	本人12月中旬购买***馅饼5盒。打开馅饼后,馅饼外皮粉碎,且有异味。内馅非常硬。吃了一点肚子痛,腹泻。后申请退余下4盒,被卖家辱骂且拒绝。卖家提供了进货单。该馅饼保质期15天,卖家的进货单是两个月前的。商品明显过期。期望有关部门严查食品安全以及品牌授权。	1
Y8f4971	有关****汤粉店卫生不达标等问题	1、2022年5月13日来电反映:2022年5月13日12点多,其在**区**街道******社****汤粉店(**堂药店对面)点了一份**,之后在***吃到苍蝇,其要投诉该店卫生不达标。其在**社其他很多店铺也有吃到过苍蝇或蟑螂,其认为周边餐饮店卫生普遍不达标,希望部门能对周边餐饮店进行检查督查。要求有关部门调查处理。2、2022年5月25日再次来电反映:5月24日,其收到部门的反馈,称店铺确实存在问题,会责令店铺**进行整改。现其看到该店铺还在经营,其想了解该店铺何时****整改。要求有关部门调查处理。	1
Ybf4bda	关于在***里油条店购买油条食用后出现腹泻的问题	**区***里247号-138至139号有家油条店的环境卫生条件很差,出售的食品存在卫生安全问题。其家里老人****购买油条食用后出现了腹泻的情况,其找到商家反映该问题时,商家还给予否认。要求有关部门调查处理。	1
Ya128fb	有**西燕子小碗菜假日商城店存在食品安全的问题	2021年5月4日,其通过美*拼好饭平台在**区**禾路1126号-13店面的湘西燕子小碗菜假日商城店购买了一份辣子鸡**小炒豆皮套餐,支付了10.2元(订单号:***************36)。其在食用小炒豆**吃到一条虫子,就该情况向商家反映,但商家态度非常敷衍,让其申请退款即可。其认为该店存在食品安全问题。 要求有关部门调查处理。	1
Yf3ee23	有**“**椰*南椰子鸡火锅”就餐后出现不适的问题	2022年4月5日晚上,其和朋友到**区***城市广场***期5楼***A-***B“***椰*南***鸡火锅”就餐。回到家后,其和朋友都出现上吐下泻,怀疑是当时冷冻羊肉有问题。其已经向12315反映,但是迟迟未得到回复。要求有关部门对**的食品卫生问题进行调查处理,并要求商家退款。	1
Yf328e1	有关**超市销售的手撕鸡不新鲜的问题	2022年5月31日,其曾通过多媒体途径反映“******广场**销售的熟食不新鲜”(登记号:2*********33),现来电补充反映:5月31日,12315组织其和**工作人员协调时,商家坚持称手撕鸡是在其购买后在回家路上出现的变质,但其手撕鸡在购买至返回家整个路程只有5分多种,不能存在食品变质的问题。随后大**工作人员又改口称是其购买后故意将食品闷坏。但出于人道主义可以赔偿其200元。但其不接受人道主义赔偿的解释,认为**是在侮辱其,其只是要求公正的处理求手撕鸡变质的问题。要求有关部门调查处理。	1
Ycaba17	想了解杀猪后将猪的内脏注水这种行为是否允许	其是一名肉店的老板。其经常到**区天*山下面屠宰场拿猪肉销售。其看到屠宰场现场工作人员杀完猪后将猪的内脏注水。想了解将猪的内脏注水这种行为是否允许。 要求有关部门给予回复。	1
Y869d1a	有关***学食堂餐食的问题	其发现***学(地址:**区**路)食堂提供的餐食常常会有烟头、蟑螂铁丝和头发,要求有关部门调查处理。	1
Y6cb4c9	有关**镇小西山有私自宰杀窝点的问题	**区**镇小西山的山顶有一处私自宰杀猪的窝点,人员私自刻公章给猪肉盖章,并将猪粪等污水乱排放,臭味扰民,此情况已经持续1年半左右的时间。要求有关部门调查处理。	1
Y9a7e62	怀疑存在非法收集废弃食用油的行为	经常看到晚上时候有人到这家小吃店,把一桶桶的废弃油搬上车运走。担心这么多废弃油被无收运资质的个人非法收集,加工成地沟油,又再回流到**销售,最终流入餐饮店,危害市民食品安全。 请主管单位检查此类行为,对小吃店和收集单位进行调查,维护保障市民食品安全健康。	1
Yf741ce	有关通过**购买商品遇到的问题	2022年7月8日早上,其通过**(**地址:**区*****)购买西瓜,其有要求配送新鲜一点的西瓜,但收到的西瓜已经长*发霉了,霉菌超标。其向**客服反映,被告知可以给其更换新的西瓜,其不愿意,其表示此情况之前已经发生过好几次,其认为**对食品把控有问题。要求有关部门尽快调查处理。	1
Ybb9726	有关****生蚝店铺食品卫生不过关的问题	2021年9月8日,其在**区***道****首府B区23号105室“****生蚝”店铺用餐,其食用生蚝后出现拉肚子的情况,其认为该店铺食品卫生不过关。要求有关部门调查处理。	1
Y8674c2	关于自助式快餐***店不注意食品卫生的问题	2021年5月20日,其到自助式快餐***店(地址:**区***商场3-113)就餐,其发现碗里有头发,向店员反映,店员不承认有卫生问题,之后其又发现菜品里有钢丝球,并拍照取证,店员看到很不屑,称给其免***。其要举报这家店不注意食品卫生。要求相关部门调查处理。	1
Yc10943	有**85度C***店购买到过期食品的问题	2022年3月26日,其到85度C***店(地址:**区***94号)购买芝麻小点,其发现食品已经过期(过期15天)。其**12315反映,12315反映至今没有任何回复,对此其无法接受。要求有关部门调查处理。	1
Y5343fc	关于向******有限公司购买巧克力遇到的问题	2022年5月31日,其通过淘*向******有限公司(电话:**区****区***路16号(*华******厦501室一单元))购买两盒巧克力,支付金额是14.13元,订单号是26************。商家*传巧克力是纯可可脂,配料表也是写100%纯可可脂,但是在天气36°也不融化,其握在手里一点都没有融化迹象,如果是纯可可脂的话入口即化,该产品很明显是假货。要求相关部门调查处理,让商家退一赔十,不足一千按一千赔付。	1
Y907d84	有***森*南菜餐品有头发的问题	2021年8月29日晚上,其通过美*APP点了**区****森*南菜(**一期城市广场店)的餐品。其在食用过程*,发现餐品里面有头发。其向商家反映,但**不愿承认。要求有关部门调查处理,并让商家按照《食品安全法》进行赔偿。	1
Y9a5585	有关认为***存在食品安全隐患的问题	2022年6月24日20点,其在**区**路***(**湾天虹店)就餐。其食用过程*在番茄**吃出塑料泡沫。现认为***存在食品安全隐患。其向***员工反映,***员工只同意免单,还逼其删除证据。要求有关部门进行调查处理,让***进行道歉,并按照食品法进行赔偿。	1
Yfde471	有关**中学订购学生餐卫生不达标的问题	其是**区**中学的学生家长。其听说学校订购的学生餐,卫生不达标。提供学生餐的餐厅(名称其不清楚,电话:***********)工作人员健康证不齐全,冻品开箱后直接**内煮,不经过解冻清洗处理。工作人员敲完鸡蛋的手,不经清洗直接伸手进行搅拌。另外,还使用塑料扫把刷锅。要求有关部门调查处理。	1
Ya219cf	在**八楽饮料店喝到**	"现按1、《食品***》规定消费者因不符合食品安全标准的食品受到损害,可向经营者要求赔偿损失,也可向生产者要求赔偿损失
2、食品里有异物的赔偿是支付价款十倍或者损失三倍的赔偿金,增加赔偿的金额不足一千元的为一千元"	1
Y7427d1	关于蜜**炸鸡(**店)出售的食品存在安全问题的问题	2021年5月16日下午3点16分,其点了蜜**炸鸡(**店)的炸鸡双拼套餐外卖(商家地址:**区***道****莲**8-104),由外卖员送到**区**路**同创基地2**读明智,其一共支付45.6元。其在外卖*吃到虫子,其要投诉商家欺骗消费者,且商家所出售的食品存在安全问题。要求有关部门调查处理。	1
Y8e0bec	有关****卤肉饭使用三无料理包的问题	2022年2月22日,其通过美*平台购买****卤肉饭(地址:**区**镇*******里302-120)的叉烧饭,食用后身体不适,其了解到*湾卤肉饭用的是三无料理包进行烹饪的,存在食品安全隐患。其表示已反映至12315多日,至今未得到解决。要求有关部门调查处理。	1
Yf87482	有关到**劳**餐厅就餐遇到的问题	2022年1月18日晚上,其在**区火车站**劳**餐厅就餐,食用*堡时吃出一块塑料。其向**劳商家反映,要求按食品***给予赔偿1000元,但**劳商家不同意,只愿意赔付300元代金券。其认为**劳存在严重食品安全不合格。要求相关部门调查处理。	1
Ya24175	有关到**店铺就餐遇到的问题	2022年5月20日,其到**店铺(地址:**区****一城负一楼,不清楚具体地址信息)就餐,但就餐过程*,发现商家提供的餐食内有出现虫子,其希望相关部门应当对该商家食品安全进行监管。要求相关部门调查处理。	1
Yca1f12	关于**中路一号遇见*堡店厨房脏乱问题反馈	**中路一号遇见*堡店厨房脏乱,食品制作不配带口罩,食用油炸了很多次发黑变质了还在用,有呛人的味道	1
Ybbbaa5	有关********路存在贩卖私宰猪肉的问题	1、2022年6月1日来电反映:**区****街道********存在多名商家贩卖私宰猪肉的情况,售卖时间一般是每天早上7点多和下午2点半。职能部门曾有来执法,但只是没收猪肉,未对商家进行教育、判刑和罚款,其对此不认可。要求有关部门调查处理。2、6月17日再次来电反映:2022年6月16日,工商部门工作人员对******路********号商家进行处理。6月17日,该商家仍继续售卖私宰肉,并且态度很凶,且知道是其投诉的,其不解为何相关部门会将其的信息透露给对方。要求有关部门调查处理。3、7月25日再次来电反映:市场监管部门只到场抓过一次,只收走私宰肉,对经营者没有任何处罚。******路********号商家天天下午从*安石井运输私宰肉到******路售卖。要求相关部门继续调查处理。	1
Y79ca56	垃圾堆里制作食品 后续	2022年3月12日通过贵平台投诉**区新埯**片60号无证食品加工问题,且环境恶劣,不符合食品加工规范(**:20220312646554)。投诉至今该处依旧不间断的继续违法操作!恳请相关部门重视且落实到位!谢谢!	1
Ydc21a3	有关在****吃自助餐遇到的问题	2020年11月24日18:30,其在**区*******花费400多元吃自助餐。在吃田鸡的时候,其发现田鸡没有煮熟且还在锅里**血水,其现在要投诉****食品安全问题。要求有关部门调查处理,给予答复。	1
Yb78038	咨询食品过期的问题	2020年10月1日,其在**区**埯一家食品店内,购买一**皮,当时其并未看生产日期,并马上拆开食用,可其越吃越觉得味道不对,于是查看生产日期时,发现该食品是2019年11月16日生产,保质期10个月,现2020年10月已过期,其就此向商家理论,商家态度强硬只表示愿意退还4元,其想让有关部门尽快处理。咨询如何处理。	1
Ye78a95	有关*********有限公司违反食品法要求赔偿的问题	其在拼**上购买*********有限公司(地址:**区***道****路11号124-6楼)生产的一款日光岩牛奶椰子饼,配料表里有添加脱氰乙酸钠,双乙酸钠等食品添加剂,但未标明适用范围和用量。而且该食品没有**方生产商检测报告,实际未添加椰子粉,而且打开后存在一股难闻气味。其认****违反了《食品安全法》第二十六条和**十四条规定,要求该公司按照《食品法》**百四十八条对消费者进行赔偿。	1
Yfbf811	吃火锅拉肚子,商家没给处理	7.6号朋友三人到店食用,均出现拉肚子,联系商家后不给处理,现申请退款,请相关部门帮忙处理。	1
Y733be6	有关购买到变质火腿肠的问题	2021年4月16日,其到**区******商场购买“**牌”火腿肠,打开后发现变质。其请假到***路21号**二*公交站附近的****监管所一中队处理。其未在解决问题的协议上签名,****监管所一中队工作人员就让******商场负责人赔偿其500元,其同事称他们这么做很不合理、属于违规操作。其问过律师,得知赔偿金额太低。要求有关部门调查处理以上问题。	1
Yc95652	关于“身材食料”**店外卖*有虫子的问题	2021年7月14日中午,其通过美*向“身材食料”**店(地址:**区***路530号)点了一份沙拉,发现西蓝花里有一只很大的像毛毛虫一样的虫子。**的解决办法只是退还这份外卖的款项。其对此处理不满意,认为该店的食品卫生有问题。要求有关部门调查处理该店的食品卫生问题。	1
Y6c1a2d	*******卖的**二段奶粉发现黑异物	本人2022年2月18号在微信上找*****(****店)的美赞臣蓝臻销售买了一件奶粉,就在昨天发现其中一罐奶粉吃到一半有黑色异物,***到现在都没给解决处理。昨天已投诉**12315,至今也没人给我答复。希望帮忙解决!	1
